1947-48,27
1948-49,35
1949-50,42
1950-51,32
1951-52,34
1952-53,5
1953-54,13
1954-55,10
1955-56,13
1956-57,8
1957-58,2
1958-59,9
1959-60,13
1960-61,13
1961-62,6
1962-63,2
1963-64,30
1964-65,16
1965-66,3
1966-67,11
1967-68,5
1968-69,8
1969-70,8
1970-71,0
1971-72,0
1972-73,6
1973-74,3
1974-75,4
1975-76,3
1976-77,2
1977-78,2
1978-79,4
1979-80,1
1980-81,1
1981-82,3
1982-83,7
1983-84,3
1984-85,3
1985-86,6
1986-87,4
1987-88,5
1988-89,3
1989-90,8
1990-91,4
1991-92,6
1992-93,6
1993-94,2
1994-95,5
1995-96,1
1996-97,3
1997-98,6
1998-99,2
1999-2000,2
2000-01,13
2001-02,2
2002-03,6
2003-04,3
2004-05,5
2005-06,4
2006-07,4
2007-08,3
2008-09,5
2009-10,4
2010-11,1
2011-12,3
2012-13,4
2013-14,3
2014-15,14
2015-16,7
2016-17,2
