1947-48,13
1948-49,11
1949-50,11
1950-51,3
1951-52,15
1952-53,1
1953-54,10
1954-55,11
1955-56,13
1956-57,11
1957-58,4
1958-59,8
1959-60,9
1960-61,9
1961-62,14
1962-63,6
1963-64,14
1964-65,5
1965-66,5
1966-67,8
1967-68,7
1968-69,4
1969-70,4
1970-71,2
1971-72,3
1972-73,1
1973-74,0
1974-75,4
1975-76,5
1976-77,3
1977-78,3
1978-79,4
1979-80,5
1980-81,6
1981-82,3
1982-83,9
1983-84,2
1984-85,2
1985-86,7
1986-87,2
1987-88,3
1988-89,9
1989-90,12
1990-91,10
1991-92,6
1992-93,5
1993-94,4
1994-95,11
1995-96,6
1996-97,19
1997-98,22
1998-99,27
1999-2000,16
2000-01,20
2001-02,42
2002-03,27
2003-04,26
2004-05,32
2005-06,31
2006-07,34
2007-08,33
2008-09,23
2009-10,44
2010-11,38
2011-12,45
2012-13,42
2013-14,19
2014-15,33
2015-16,17
2016-17,31
