1947-48,3
1948-49,4
1949-50,1
1950-51,2
1951-52,2
1952-53,1
1953-54,3
1954-55,1
1955-56,5
1956-57,11
1957-58,7
1958-59,2
1959-60,3
1960-61,6
1961-62,11
1962-63,4
1963-64,5
1964-65,17
1965-66,8
1966-67,16
1967-68,22
1968-69,15
1969-70,17
1970-71,10
1971-72,13
1972-73,9
1973-74,30
1974-75,15
1975-76,30
1976-77,16
1977-78,39
1978-79,20
1979-80,42
1980-81,23
1981-82,20
1982-83,13
1983-84,28
1984-85,8
1985-86,18
1986-87,18
1987-88,17
1988-89,48
1989-90,24
1990-91,31
1991-92,18
1992-93,17
1993-94,27
1994-95,13
1995-96,20
1996-97,21
1997-98,13
1998-99,25
1999-2000,17
2000-01,21
2001-02,26
2002-03,47
2003-04,25
2004-05,37
2005-06,36
2006-07,28
2007-08,42
2008-09,41
2009-10,19
2010-11,31
2011-12,39
2012-13,43
2013-14,32
2014-15,47
2015-16,19
2016-17,46
